event_id,p_star,q_star,a11,a12,a21,a22,b11,b12,b21,b22,t1,t2,t3,t4,t5,merging_id,lag_id,lead_id
2304.0,1.0,0.03840876389108408,1.0,-0.03994292215734552,0.0,0.0,1.0,-1.0399429221573455,1.0,-402.7170906341669,0,-1.0399429221573455,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2305.0,1.0,0.03384798844662891,1.0,-0.035033812528329156,0.0,0.0,1.0,-1.0350338125283292,1.0,-402.7170906341669,0,-1.0350338125283292,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2306.0,1.0,0.030312343376322198,1.0,-0.03125990433029302,0.0,0.0,1.0,-1.031259904330293,1.0,-402.7170906341669,0,-1.031259904330293,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2307.0,1.0,0.027193128449254863,1.0,-0.02795326517986707,0.0,0.0,1.0,-1.027953265179867,1.0,-402.7170906341669,0,-1.027953265179867,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2308.0,1.0,0.024399209839964308,1.0,-0.02500941992468242,0.0,0.0,1.0,-1.0250094199246824,1.0,-402.7170906341669,0,-1.0250094199246824,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2309.0,1.0,0.021209203655727545,1.0,-0.021668781250235192,0.0,0.0,1.0,-1.0216687812502352,1.0,-402.7170906341669,0,-1.0216687812502352,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2310.0,1.0,0.017441682433269448,1.0,-0.017751294881369617,0.0,0.0,1.0,-1.0177512948813696,1.0,-402.7170906341669,0,-1.0177512948813696,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2311.0,1.0,0.013525836160775628,1.0,-0.013711292861573687,0.0,0.0,1.0,-1.0137112928615737,1.0,-402.7170906341669,0,-1.0137112928615737,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2312.0,1.0,0.008223736009615717,1.0,-0.008291926625192403,0.0,0.0,1.0,-1.0082919266251924,1.0,-402.7170906341669,0,-1.0082919266251924,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2313.0,1.0,0.0044124658024482415,1.0,-0.004432021947728293,0.0,0.0,1.0,-1.0044320219477283,1.0,-402.7170906341669,0,-1.0044320219477283,0,-402.7170906341669,0,1427.0,1583.0,-9999.0
2314.0,1.0,0.01605218547568163,1.0,-0.016314061821908643,0.0,0.0,1.0,-1.0163140618219086,1.0,-411.4601853827321,0,-1.0163140618219086,0,-411.4601853827321,0,506.0,484.0,-9999.0
2315.0,1.0,0.014483384480747877,1.0,-0.01469623571299894,0.0,0.0,1.0,-1.014696235712999,1.0,-411.4601853827321,0,-1.014696235712999,0,-411.4601853827321,0,506.0,484.0,-9999.0
2316.0,1.0,0.013349010468042169,1.0,-0.013529617473322153,0.0,0.0,1.0,-1.0135296174733222,1.0,-411.4601853827321,0,-1.0135296174733222,0,-411.4601853827321,0,506.0,484.0,-9999.0
2317.0,1.0,0.012210839915596843,1.0,-0.012361787726596907,0.0,0.0,1.0,-1.012361787726597,1.0,-411.4601853827321,0,-1.012361787726597,0,-411.4601853827321,0,506.0,484.0,-9999.0
2318.0,1.0,0.010737021133557009,1.0,-0.010853555993634911,0.0,0.0,1.0,-1.010853555993635,1.0,-411.4601853827321,0,-1.010853555993635,0,-411.4601853827321,0,506.0,484.0,-9999.0
2319.0,1.0,0.008836613190315618,1.0,-0.008915395088148426,0.0,0.0,1.0,-1.0089153950881484,1.0,-411.4601853827321,0,-1.0089153950881484,0,-411.4601853827321,0,506.0,484.0,-9999.0
2320.0,1.0,0.00638346155006752,1.0,-0.006424471919545427,0.0,0.0,1.0,-1.0064244719195454,1.0,-411.4601853827321,0,-1.0064244719195454,0,-411.4601853827321,0,506.0,484.0,-9999.0
2321.0,1.0,0.004272060190649087,1.0,-0.004290388990658478,0.0,0.0,1.0,-1.0042903889906585,1.0,-411.4601853827321,0,-1.0042903889906585,0,-411.4601853827321,0,506.0,484.0,-9999.0
2322.0,1.0,0.002596684223928549,1.0,-0.002603444547312428,0.0,0.0,1.0,-1.0026034445473124,1.0,-411.4601853827321,0,-1.0026034445473124,0,-411.4601853827321,0,506.0,484.0,-9999.0
2323.0,1.0,0.009273482686505413,1.0,-0.00936028512858611,0.0,0.0,1.0,-1.009360285128586,1.0,-371.0563674147197,0,-1.009360285128586,0,-371.0563674147197,0,1568.0,1566.0,-9999.0
2324.0,1.0,0.00578410483511033,1.0,-0.005817755341912978,0.0,0.0,1.0,-1.005817755341913,1.0,-371.0563674147197,0,-1.005817755341913,0,-371.0563674147197,0,1568.0,1566.0,-9999.0
2325.0,1.0,0.019537681646666236,1.0,-0.019927009208757118,0.0,0.0,1.0,-1.0199270092087571,1.0,-353.25944612817466,0,-1.0199270092087571,0,-353.25944612817466,0,549.0,572.0,-9999.0
2326.0,1.0,0.016914269972529324,1.0,-0.017205284804669763,0.0,0.0,1.0,-1.0172052848046698,1.0,-353.25944612817466,0,-1.0172052848046698,0,-353.25944612817466,0,549.0,572.0,-9999.0
2327.0,1.0,0.01513155719153016,1.0,-0.015364039026756426,0.0,0.0,1.0,-1.0153640390267564,1.0,-353.25944612817466,0,-1.0153640390267564,0,-353.25944612817466,0,549.0,572.0,-9999.0
2328.0,1.0,0.013669194990767365,1.0,-0.013858631324649151,0.0,0.0,1.0,-1.0138586313246492,1.0,-353.25944612817466,0,-1.0138586313246492,0,-353.25944612817466,0,549.0,572.0,-9999.0
2329.0,1.0,0.013107916450006816,1.0,-0.01328201600610246,0.0,0.0,1.0,-1.0132820160061025,1.0,-353.25944612817466,0,-1.0132820160061025,0,-353.25944612817466,0,549.0,572.0,-9999.0
2330.0,1.0,0.011645696555347779,1.0,-0.011782916829278456,0.0,0.0,1.0,-1.0117829168292785,1.0,-353.25944612817466,0,-1.0117829168292785,0,-353.25944612817466,0,549.0,572.0,-9999.0
2331.0,1.0,0.009455652093643272,1.0,-0.009545914944271816,0.0,0.0,1.0,-1.0095459149442718,1.0,-353.25944612817466,0,-1.0095459149442718,0,-353.25944612817466,0,549.0,572.0,-9999.0
2332.0,1.0,0.006435849242260727,1.0,-0.006477537698348357,0.0,0.0,1.0,-1.0064775376983484,1.0,-353.25944612817466,0,-1.0064775376983484,0,-353.25944612817466,0,549.0,572.0,-9999.0
2333.0,1.0,0.003961621411978279,1.0,-0.003977378278931631,0.0,0.0,1.0,-1.0039773782789316,1.0,-353.25944612817466,0,-1.0039773782789316,0,-353.25944612817466,0,549.0,572.0,-9999.0
2334.0,1.0,0.0016802590310100016,1.0,-0.0016830870532311693,0.0,0.0,1.0,-1.0016830870532312,1.0,-353.25944612817466,0,-1.0016830870532312,0,-353.25944612817466,0,549.0,572.0,-9999.0
2335.0,1.0,0.00036258852876459424,1.0,-0.0003627200468927505,0.0,0.0,1.0,-1.0003627200468928,1.0,-353.25944612817466,0,-1.0003627200468928,0,-353.25944612817466,0,549.0,572.0,-9999.0
2336.0,1.0,0.04101034628108475,1.0,-0.04276411755022447,0.0,0.0,1.0,-1.0427641175502245,1.0,-1721.6036727240078,0,-1.0427641175502245,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2337.0,1.0,0.03805878190145963,1.0,-0.03956456089561278,0.0,0.0,1.0,-1.0395645608956128,1.0,-1721.6036727240078,0,-1.0395645608956128,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2338.0,1.0,0.03604511155007884,1.0,-0.03739294440224361,0.0,0.0,1.0,-1.0373929444022436,1.0,-1721.6036727240078,0,-1.0373929444022436,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2339.0,1.0,0.03410378656593441,1.0,-0.0353079203454838,0.0,0.0,1.0,-1.0353079203454838,1.0,-1721.6036727240078,0,-1.0353079203454838,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2340.0,1.0,0.031841833061145144,1.0,-0.03288908171050542,0.0,0.0,1.0,-1.0328890817105054,1.0,-1721.6036727240078,0,-1.0328890817105054,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2341.0,1.0,0.029431907753469166,1.0,-0.030324413081975976,0.0,0.0,1.0,-1.030324413081976,1.0,-1721.6036727240078,0,-1.030324413081976,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2342.0,1.0,0.026709742201434464,1.0,-0.027442730457251097,0.0,0.0,1.0,-1.027442730457251,1.0,-1721.6036727240078,0,-1.027442730457251,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2343.0,1.0,0.02359990631302313,1.0,-0.024170323687606077,0.0,0.0,1.0,-1.024170323687606,1.0,-1721.6036727240078,0,-1.024170323687606,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
2344.0,1.0,0.020878515357820655,1.0,-0.021323723036728914,0.0,0.0,1.0,-1.021323723036729,1.0,-1721.6036727240078,0,-1.021323723036729,0,-1721.6036727240078,0,2089.0,2195.0,-9999.0
