event_id,t2,t4,merging_id,lead_id,lag_id,LC,Final_follower_decision,Previous_decision,Time_lapsed,Time_norm,Time_log,Time_bin,PrevDec_0,PrevDec_1,PrevDec_2
2474,-1.0177300243810437,-397.7566055211382,769.0,-9999.0,824.0,0.0,0.0,0,626.0,1.5104083057665116,6.440946540632921,3,1,0,0
2475,-1.0127728888307954,-397.7566055211382,769.0,-9999.0,824.0,0.0,0.0,0,626.0,1.5104083057665116,6.440946540632921,3,1,0,0
2476,-1.0081931639442945,-397.7566055211382,769.0,-9999.0,824.0,0.0,0.0,0,626.0,1.5104083057665116,6.440946540632921,3,1,0,0
2477,-1.0039477682391469,-397.7566055211382,769.0,-9999.0,824.0,0.0,0.0,0,626.0,1.5104083057665116,6.440946540632921,3,1,0,0
2478,-1.0013317863521864,-397.7566055211382,769.0,-9999.0,824.0,0.0,0.0,0,626.0,1.5104083057665116,6.440946540632921,3,1,0,0
2479,-1.0535820524108672,-2005.6767297035549,2319.0,-9999.0,2479.0,1.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2480,-1.0504740567175168,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2481,-1.0486621990615368,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2482,-1.0481786771504646,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2483,-1.0479721682459564,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2484,-1.0473671361899362,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2485,-1.0466574050630888,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2486,-1.0456388352541524,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2487,-1.0442316078266132,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2488,-1.04250741177668,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2489,-1.0407008733624898,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2490,-1.0386256353351184,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
2491,-1.0369140946493265,-2005.6767297035549,2319.0,-9999.0,2479.0,0.0,0.0,0,838.0,2.353411895234572,6.732210706467206,3,1,0,0
